loss	loss_function	val_loss	val_loss_function
5.671341419219971	5.003453731536865	6.410009860992432	5.7981438636779785
5.117478847503662	4.558558464050293	6.363434791564941	5.796025276184082
5.13791036605835	4.5867509841918945	6.414146423339844	5.8831048011779785
5.0144524574279785	4.521448612213135	6.022322654724121	5.519289016723633
4.375031471252441	3.878507137298584	5.530972957611084	5.048530101776123
4.02040433883667	3.526543617248535	5.356530666351318	4.892264366149902
3.9711720943450928	3.5695784091949463	4.898306846618652	4.451035499572754
3.798157215118408	3.3877227306365967	4.951803684234619	4.519557476043701
3.788900375366211	3.3831279277801514	5.123651504516602	4.70561408996582
3.5752320289611816	3.194469451904297	4.782017707824707	4.3778862953186035
3.54012393951416	3.2188079357147217	4.624997615814209	4.233333110809326
3.4737374782562256	3.086460828781128	4.629666805267334	4.250705242156982
3.310014486312866	2.929861307144165	4.547188758850098	4.180305480957031
3.230677604675293	2.8876802921295166	4.8161940574646	4.460978984832764
3.3007700443267822	2.9608511924743652	4.618867874145508	4.2743401527404785
3.102628469467163	2.764399528503418	4.542197227478027	4.207975387573242
3.076300859451294	2.7621090412139893	4.614094257354736	4.289552688598633
3.1012563705444336	2.7880983352661133	4.525049209594727	4.209214210510254
2.9418931007385254	2.655663251876831	4.407090187072754	4.099974632263184
2.865826368331909	2.5770492553710938	4.525382041931152	4.226681709289551
2.9665565490722656	2.683197498321533	4.416722774505615	4.12583589553833
2.8817009925842285	2.6252541542053223	4.351278305053711	4.067751884460449
2.8767974376678467	2.610264539718628	4.477003574371338	4.200555324554443
2.7810158729553223	2.531871795654297	4.367050647735596	4.097223281860352
2.8509891033172607	2.6070735454559326	4.474503040313721	4.210925579071045
2.7653	2.5208	4.3546	4.0969
2.7949	2.5565	4.4232	4.1710
2.7555	2.5365	4.2902	4.0430
2.7262	2.4914	4.3420	4.0998
2.9000	2.7469	4.2355	3.9973
2.7077	2.4975	4.5210	4.2867
2.6681	2.4460	4.3011	4.0706
2.6045	2.4032	4.1122	3.8852
2.6950507164001465	2.5223805904388428	4.211616516113281	3.9877545833587646
2.6659343242645264	2.4703805446624756	4.429447174072266	4.208629608154297
2.722836971282959	2.5534424781799316	4.40877628326416	4.190832614898682
2.5735127925872803	2.3917648792266846	4.121933460235596	3.9068856239318848
2.582603931427002	2.3977808952331543	4.31559944152832	4.103130340576172
2.5789947509765625	2.401731014251709	4.488459587097168	4.27853536605835
2.620609760284424	2.4074344635009766	4.125415325164795	3.917905807495117
2.548853635787964	2.375335931777954	4.11435604095459	3.9090054035186768
2.5989837646484375	2.422502279281616	4.115354061126709	3.912384033203125
2.6083199977874756	2.443086862564087	4.4460835456848145	4.245406627655029
2.5539042949676514	2.3581173419952393	4.126950263977051	3.928179979324341
2.4573302268981934	2.305817127227783	5.182384490966797	4.986026287078857
2.487484931945801	2.3375654220581055	4.33825159072876	4.143433570861816
2.5522186756134033	2.375220537185669	4.175093173980713	3.9822075366973877
2.4304301738739014	2.2929115295410156	4.014030933380127	3.823000907897949
2.5672130584716797	2.4076998233795166	4.431911945343018	4.242546558380127
2.511645793914795	2.345715045928955	4.27159309387207	4.083670616149902
2.450221538543701	2.2720401287078857	4.055897235870361	3.8698387145996094
2.518444538116455	2.3503658771514893	3.921795606613159	3.7373063564300537
2.4283101558685303	2.2510907649993896	3.95302677154541	3.7702996730804443
2.4134151935577393	2.249730348587036	3.9867215156555176	3.8056576251983643
2.395781993865967	2.2578980922698975	4.025136947631836	3.8455140590667725
2.436307907104492	2.287644147872925	4.093000411987305	3.914757490158081
2.4978561401367188	2.339277505874634	3.9573774337768555	3.780416250228882
2.4281394481658936	2.28887677192688	4.031182765960693	3.8552050590515137
2.3832995891571045	2.234797716140747	3.930443048477173	3.7557685375213623
2.3493804931640625	2.1934516429901123	3.8687336444854736	3.6953089237213135
2.4787590503692627	2.3302032947540283	4.049924373626709	3.877561569213867
2.3953018188476562	2.233821392059326	3.9643304347991943	3.793203115463257
2.469677448272705	2.3414111137390137	3.8658130168914795	3.6957547664642334
2.490692138671875	2.3397104740142822	4.121434688568115	3.952545404434204
2.389662027359009	2.253455638885498	3.9876606464385986	3.819920063018799
2.3494763374328613	2.217336893081665	3.990327835083008	3.8236448764801025
2.3648204803466797	2.2493367195129395	4.09381628036499	3.9280149936676025
2.392326831817627	2.2612075805664062	3.9865615367889404	3.8215529918670654
2.318000316619873	2.1744766235351562	3.8231794834136963	3.6591482162475586
2.443662643432617	2.2955403327941895	4.139919281005859	3.9769484996795654
2.390953302383423	2.2520666122436523	4.077971935272217	3.916027069091797
2.317641496658325	2.1816799640655518	3.769167184829712	3.6082630157470703
2.3306424617767334	2.2046608924865723	3.999492883682251	3.8393824100494385
2.3729465007781982	2.2400288581848145	3.884967565536499	3.7257888317108154
2.3079092502593994	2.170701265335083	3.873300552368164	3.7150704860687256
2.341942310333252	2.1977357864379883	3.90474271774292	3.7473015785217285
2.342092514038086	2.1999926567077637	3.829129219055176	3.672457456588745
2.2908859252929688	2.1679701805114746	3.9223575592041016	3.766620397567749
2.391817808151245	2.273163318634033	4.126185417175293	3.9709653854370117
2.3175394535064697	2.200974702835083	4.262109756469727	4.107763290405273
2.250033140182495	2.113886833190918	3.7579877376556396	3.604315757751465
2.253798723220825	2.101372480392456	3.881707191467285	3.728881359100342
2.271937131881714	2.133358955383301	4.17664909362793	4.024771690368652
2.2108378410339355	2.0996315479278564	3.9504504203796387	3.799571990966797
2.24873423576355	2.1132426261901855	3.891087055206299	3.7408227920532227
2.179570436477661	2.0479183197021484	3.960096836090088	3.810438871383667
2.209202289581299	2.0843453407287598	3.998032569885254	3.84920597076416
2.3326900005340576	2.215085029602051	4.339477062225342	4.1914448738098145
2.2173914909362793	2.0796847343444824	3.9182238578796387	3.7709059715270996
2.2876720428466797	2.1876096725463867	3.8195459842681885	3.672806739807129
2.2975943088531494	2.192796468734741	3.969515800476074	3.823180675506592
2.2562129497528076	2.134892225265503	3.8581032752990723	3.712533712387085
2.326523780822754	2.221480369567871	3.811373472213745	3.66634202003479
2.386486291885376	2.2528042793273926	4.17653751373291	4.0319013595581055
2.235055923461914	2.1185872554779053	3.806335210800171	3.662249803543091
2.3121628761291504	2.215069532394409	3.814655065536499	3.670997381210327
2.156266450881958	2.0402188301086426	3.877469778060913	3.734733819961548
2.2150986194610596	2.094628095626831	3.74998140335083	3.607926368713379
2.1579127311706543	2.0662126541137695	3.990718126296997	3.8492934703826904
2.146846055984497	2.0470118522644043	3.8071956634521484	3.666295051574707
2.2159950733184814	2.095942497253418	3.9818625450134277	3.841529369354248
2.2511796951293945	2.1333510875701904	3.7702279090881348	3.6304879188537598
2.2084743976593018	2.1025562286376953	3.8823108673095703	3.7431957721710205
2.242905616760254	2.13295316696167	4.021210670471191	3.8825783729553223
2.1005561351776123	2.002605438232422	4.099473476409912	3.9616329669952393
2.214829444885254	2.1077234745025635	3.924431324005127	3.7870218753814697
2.188762903213501	2.0626893043518066	3.761009693145752	3.6240406036376953
2.199049234390259	2.0929136276245117	3.852041006088257	3.7154417037963867
2.1859514713287354	2.0700998306274414	3.9582359790802	3.8223228454589844
2.198788642883301	2.0980935096740723	3.752229928970337	3.616771936416626
2.1804752349853516	2.0745396614074707	3.933274984359741	3.7983877658843994
2.258639335632324	2.1576287746429443	3.8713479042053223	3.737130880355835
2.28792667388916	2.1806845664978027	4.635826587677002	4.501757621765137
2.1888978481292725	2.1145999431610107	3.7426838874816895	3.6089727878570557
2.1787421703338623	2.0577518939971924	3.8544297218322754	3.7212629318237305
2.170041561126709	2.0668094158172607	3.9673516750335693	3.834702253341675
2.220886468887329	2.113333225250244	3.7705259323120117	3.6382510662078857
2.2322051525115967	2.1192855834960938	3.756584405899048	3.624494791030884
2.1910998821258545	2.0834193229675293	3.6397957801818848	3.5082948207855225
2.1585936546325684	2.0437562465667725	3.827087879180908	3.696138620376587
2.0331084728240967	1.9382072687149048	3.645963430404663	3.5155718326568604
2.140565872192383	2.072164535522461	4.032435894012451	3.9020588397979736
2.0660288333892822	1.9569153785705566	3.9317522048950195	3.8018805980682373
2.1846206188201904	2.0910239219665527	3.7839362621307373	3.6544370651245117
2.133347749710083	2.0332462787628174	3.8261420726776123	3.6970632076263428
2.1658341884613037	2.062655210494995	3.786001443862915	3.657536029815674
2.086728096008301	2.005770444869995	4.222051620483398	4.093840599060059
2.1033291816711426	1.987013816833496	3.8707051277160645	3.742860794067383
2.2147767543792725	2.115614175796509	3.6338608264923096	3.5064399242401123
2.1854190826416016	2.100832462310791	3.5713484287261963	3.444169759750366
2.0682625770568848	1.9683778285980225	3.6952614784240723	3.5685932636260986
2.1197524070739746	2.011840343475342	3.6612565517425537	3.534986972808838
2.140899658203125	2.0285089015960693	3.80079984664917	3.6748557090759277
2.014965057373047	1.905027151107788	3.71358060836792	3.5881593227386475
2.0630578994750977	1.9654414653778076	3.7683956623077393	3.6433568000793457
2.0885956287384033	1.9906582832336426	3.8000242710113525	3.6752610206604004
2.0752501487731934	1.9688924551010132	3.7077643871307373	3.5833582878112793
2.1589012145996094	2.048475980758667	3.6644749641418457	3.540487289428711
2.0721914768218994	1.9852839708328247	3.693371534347534	3.5697178840637207
2.2492294311523438	2.1184146404266357	4.007021903991699	3.8835086822509766
2.0708954334259033	1.9768755435943604	3.789109706878662	3.66577410697937
2.1090617179870605	2.0063276290893555	3.7868244647979736	3.6639513969421387
2.0902745723724365	2.0274219512939453	3.8532845973968506	3.7307965755462646
2.0053653717041016	1.9186431169509888	3.6308374404907227	3.5086843967437744
2.1522984504699707	2.0990729331970215	3.586479425430298	3.464763641357422
2.1293437480926514	2.0250813961029053	3.8010478019714355	3.679555892944336
2.0911800861358643	1.9843173027038574	3.672973155975342	3.5517067909240723
2.0942437648773193	1.9906424283981323	3.582510232925415	3.4616167545318604
2.02093768119812	1.9212877750396729	3.8037660121917725	3.6832833290100098
2.2641944885253906	2.170675039291382	4.093057632446289	3.97265362739563
2.074676990509033	1.9889591932296753	3.7566146850585938	3.636481523513794
2.0552759170532227	1.953244924545288	3.684142827987671	3.5642330646514893
2.094825267791748	2.0112791061401367	3.78165602684021	3.661980390548706
2.069697618484497	1.9812418222427368	3.7774736881256104	3.6581671237945557
2.2035391330718994	2.1264488697052	3.763460636138916	3.643991231918335
2.1094002723693848	2.0100700855255127	3.7019011974334717	3.58280348777771
2.040299892425537	1.9641023874282837	3.5506041049957275	3.431696891784668
2.08245587348938	1.9749914407730103	3.5676872730255127	3.449005126953125
2.092046022415161	2.0118930339813232	3.6610233783721924	3.542639970779419
2.149613618850708	2.035841226577759	3.646913766860962	3.5288774967193604
2.0448672771453857	1.9565285444259644	3.5232579708099365	3.405543804168701
2.084827423095703	1.9770807027816772	3.556873083114624	3.4392857551574707
2.122241497039795	2.0096726417541504	3.645491361618042	3.5282557010650635
1.9450007677078247	1.8505799770355225	3.565229892730713	3.4483370780944824
2.0347118377685547	1.9404233694076538	3.54622483253479	3.4295177459716797
1.996525764465332	1.9173533916473389	3.7398521900177	3.6235830783843994
1.9570906162261963	1.8579756021499634	3.64397931098938	3.527864694595337
1.9830951690673828	1.8825085163116455	3.809281349182129	3.6934597492218018
2.0364370346069336	1.9530918598175049	3.9047656059265137	3.7892682552337646
2.080554723739624	1.9840410947799683	3.622925281524658	3.507784605026245
2.138706922531128	2.048044204711914	3.6653788089752197	3.550401449203491
1.9921119213104248	1.8974276781082153	3.624854564666748	3.51015043258667
2.079012393951416	2.0063364505767822	3.572359561920166	3.457819938659668
1.9460822343826294	1.8655626773834229	3.6062207221984863	3.4920167922973633
1.9756819009780884	1.875030755996704	3.68923282623291	3.575347423553467
2.01871919631958	1.9304274320602417	3.8986783027648926	3.7849817276000977
2.030137300491333	1.9267886877059937	3.6979565620422363	3.5845766067504883
1.9124726057052612	1.8356083631515503	3.8313868045806885	3.71828031539917
2.1210453510284424	2.0308077335357666	3.7418832778930664	3.6290252208709717
2.0957717895507812	1.9927772283554077	3.7713701725006104	3.658586025238037
1.9960874319076538	1.9071768522262573	3.5805916786193848	3.468045711517334
2.026012897491455	1.9400440454483032	3.6187193393707275	3.50639271736145
2.0738210678100586	1.9948158264160156	3.6381478309631348	3.526047945022583
2.0864343643188477	1.9873827695846558	3.5812795162200928	3.469451904296875
1.9448274374008179	1.8588112592697144	3.7327396869659424	3.621354818344116
2.0021095275878906	1.9419474601745605	3.71102237701416	3.5998141765594482
2.13562273979187	2.0599801540374756	3.912640333175659	3.801561117172241
1.9700669050216675	1.8924211263656616	3.513730049133301	3.402909755706787
1.9062610864639282	1.8403476476669312	3.5214664936065674	3.410922050476074
2.0452935695648193	1.9546942710876465	3.688807725906372	3.578538417816162
1.9386504888534546	1.8489032983779907	3.727590322494507	3.6174850463867188
1.9798206090927124	1.8989509344100952	3.583667278289795	3.4739415645599365
1.986518144607544	1.9127068519592285	3.9072043895721436	3.7975077629089355
2.0444295406341553	1.9505301713943481	3.565293550491333	3.4560911655426025
2.008467197418213	1.9155689477920532	3.5648889541625977	3.45577073097229
1.9910184144973755	1.9034435749053955	3.666077136993408	3.5572071075439453
2.0263235569000244	1.9276114702224731	3.6112377643585205	3.50246000289917
2.078657388687134	2.010089159011841	3.555673122406006	3.4466617107391357
2.012061595916748	1.9473862648010254	3.6729469299316406	3.5640811920166016
1.9375349283218384	1.8632822036743164	3.6515579223632812	3.5431036949157715